,article,cateogry ID,FP/FN/TP/TN
1814,214885,No Mapping,TN
1815,217533,No Mapping,TN
1816,23878,No Mapping,TN
1817,217507,No Mapping,TN
1818,110144,No Mapping,TN
1819,57366,No Mapping,TN
1820,21510,No Mapping,TN
1821,110175,No Mapping,TN
1822,214886,No Mapping,TN
1823,57382,No Mapping,TN
1824,110126,No Mapping,TN
1825,217443,No Mapping,TN
1826,217444,No Mapping,TN
1827,217512,No Mapping,TN
1828,217513,No Mapping,TN
1829,134889,No Mapping,TN
1830,140496,No Mapping,TN
1831,139673,No Mapping,TN
1832,217474,No Mapping,TN
1833,80093,No Mapping,TN
1834,217489,No Mapping,TN
1835,23888,No Mapping,TN
1836,57369,No Mapping,TN
1837,44928,No Mapping,TN
1838,172089,No Mapping,TN
1839,214876,No Mapping,TN
1840,80103,No Mapping,TN
1841,48785,No Mapping,TN
1842,110135,No Mapping,TN
1843,110172,No Mapping,TN
1844,214895,No Mapping,TN
1845,21455,No Mapping,TN
1846,57410,No Mapping,TN
1847,110171,No Mapping,TN
1848,71346,No Mapping,TN
1849,47403,No Mapping,TN
1850,217484,No Mapping,TN
1851,217486,No Mapping,TN
1852,172087,No Mapping,TN
1853,78169,No Mapping,TN
1854,217501,No Mapping,TN
1855,23872,No Mapping,TN
1856,135766,No Mapping,TN
1857,57373,No Mapping,TN
1858,40617,No Mapping,TN
1859,21502,No Mapping,TN
1860,110152,No Mapping,TN
1861,190524,No Mapping,TN
1862,217504,No Mapping,TN
1863,110145,No Mapping,TN
1864,71341,No Mapping,TN
1865,217497,No Mapping,TN
1866,217495,No Mapping,TN
1867,217433,No Mapping,TN
1868,110131,No Mapping,TN
1869,217426,No Mapping,TN
1870,214893,No Mapping,TN
1871,21508,No Mapping,TN
1872,80104,No Mapping,TN
1873,71339,No Mapping,TN
1874,158005,No Mapping,TN
1875,217429,No Mapping,TN
1876,21474,No Mapping,TN
1877,172092,No Mapping,TN
1878,85880,No Mapping,TN
1879,217535,No Mapping,TN
1880,217439,No Mapping,TN
1881,217522,No Mapping,TN
1882,44040,No Mapping,TN
1883,157527,No Mapping,TN
1884,120631,No Mapping,TN
1885,23811,No Mapping,TN
1886,85810,No Mapping,TN
1887,21511,No Mapping,TN
1888,71349,No Mapping,TN
1889,137143,No Mapping,TN
1890,38658,No Mapping,TN
1891,57365,No Mapping,TN
1892,85807,No Mapping,TN
1893,110139,No Mapping,TN
1894,110156,No Mapping,TN
1895,110159,No Mapping,TN
1896,80107,No Mapping,TN
1897,217432,No Mapping,TN
1898,217438,No Mapping,TN
1899,110166,No Mapping,TN
1900,217494,No Mapping,TN
1901,217499,No Mapping,TN
1902,80100,No Mapping,TN
1903,217483,No Mapping,TN
1904,80096,No Mapping,TN
1905,120628,No Mapping,TN
1906,217471,No Mapping,TN
1907,190495,No Mapping,TN
1908,71337,No Mapping,TN
1909,190519,No Mapping,TN
1910,71348,No Mapping,TN
1911,80113,No Mapping,TN
1912,25225,No Mapping,TN
1913,214934,No Mapping,TN
1914,217480,No Mapping,TN
1915,217452,No Mapping,TN
1916,85825,No Mapping,TN
1917,120639,No Mapping,TN
1918,110169,No Mapping,TN
1919,85804,No Mapping,TN
1920,190518,No Mapping,TN
1921,110141,No Mapping,TN
1922,172081,No Mapping,TN
1923,172088,No Mapping,TN
1924,42970,No Mapping,TN
1925,217417,No Mapping,TN
1926,57375,No Mapping,TN
1927,172078,No Mapping,TN
1928,80094,No Mapping,TN
1929,217461,No Mapping,TN
1930,217462,No Mapping,TN
1931,57379,No Mapping,TN
1932,78171,No Mapping,TN
1933,110149,No Mapping,TN
1934,217509,No Mapping,TN
1935,138517,No Mapping,TN
1936,152706,No Mapping,TN
1937,44642,No Mapping,TN
1938,110162,No Mapping,TN
1939,214891,No Mapping,TN
1940,217436,No Mapping,TN
1941,217441,No Mapping,TN
1942,217442,No Mapping,TN
1943,190501,No Mapping,TN
1944,135878,No Mapping,TN
1945,21485,No Mapping,TN
1946,57368,No Mapping,TN
1947,57378,No Mapping,TN
1948,21509,No Mapping,TN
1949,48813,No Mapping,TN
1950,21506,No Mapping,TN
1951,21448,No Mapping,TN
1952,50026,No Mapping,TN
1953,21499,No Mapping,TN
1954,21454,No Mapping,TN
1955,80102,No Mapping,TN
1956,57376,No Mapping,TN
1957,57372,No Mapping,TN
1958,48823,No Mapping,TN
1959,21512,No Mapping,TN
1960,26536,No Mapping,TN
1961,57441,No Mapping,TN
1962,80099,No Mapping,TN
1963,40608,No Mapping,TN
1964,78170,No Mapping,TN
1965,35776,No Mapping,TN
1966,39232,No Mapping,TN
1967,57360,No Mapping,TN
1968,39516,No Mapping,TN
1969,39730,No Mapping,TN
1970,23884,No Mapping,TN
1971,47017,No Mapping,TN
1972,71345,No Mapping,TN
1973,71342,No Mapping,TN
1974,71340,No Mapping,TN
1975,22918,No Mapping,TN
1976,44993,No Mapping,TN
1977,46896,No Mapping,TN
1978,57362,No Mapping,TN
1979,217538,No Mapping,TN
1980,80105,No Mapping,TN
1981,217455,No Mapping,TN
1982,217479,No Mapping,TN
1983,217478,No Mapping,TN
1984,217477,No Mapping,TN
1985,217476,No Mapping,TN
1986,217475,No Mapping,TN
1987,217473,No Mapping,TN
1988,217472,No Mapping,TN
1989,217469,No Mapping,TN
1990,217466,No Mapping,TN
1991,217460,No Mapping,TN
1992,217459,No Mapping,TN
1993,217458,No Mapping,TN
1994,217457,No Mapping,TN
1995,217454,No Mapping,TN
1996,217427,No Mapping,TN
1997,217453,No Mapping,TN
1998,217451,No Mapping,TN
1999,217450,No Mapping,TN
2000,217449,No Mapping,TN
2001,217448,No Mapping,TN
2002,217447,No Mapping,TN
2003,217446,No Mapping,TN
2004,217445,No Mapping,TN
2005,217437,No Mapping,TN
2006,217435,No Mapping,TN
2007,217434,No Mapping,TN
2008,217431,No Mapping,TN
2009,217430,No Mapping,TN
2010,217481,No Mapping,TN
2011,217482,No Mapping,TN
2012,217485,No Mapping,TN
2013,217487,No Mapping,TN
2014,217536,No Mapping,TN
2015,217534,No Mapping,TN
2016,217532,No Mapping,TN
2017,217531,No Mapping,TN
2018,217530,No Mapping,TN
2019,217529,No Mapping,TN
2020,217526,No Mapping,TN
2021,217525,No Mapping,TN
2022,217524,No Mapping,TN
2023,217519,No Mapping,TN
2024,217518,No Mapping,TN
2025,217517,No Mapping,TN
2026,217516,No Mapping,TN
2027,217515,No Mapping,TN
2028,217514,No Mapping,TN
2029,217511,No Mapping,TN
2030,217508,No Mapping,TN
2031,217506,No Mapping,TN
2032,217505,No Mapping,TN
2033,217503,No Mapping,TN
2034,217502,No Mapping,TN
2035,217500,No Mapping,TN
2036,217496,No Mapping,TN
2037,217493,No Mapping,TN
2038,217492,No Mapping,TN
2039,217491,No Mapping,TN
2040,217488,No Mapping,TN
2041,217428,No Mapping,TN
2042,217425,No Mapping,TN
2043,85805,No Mapping,TN
2044,136158,No Mapping,TN
2045,152512,No Mapping,TN
2046,152264,No Mapping,TN
2047,142208,No Mapping,TN
2048,142033,No Mapping,TN
2049,141886,No Mapping,TN
2050,141701,No Mapping,TN
2051,140086,No Mapping,TN
2052,139776,No Mapping,TN
2053,139571,No Mapping,TN
2054,139100,No Mapping,TN
2055,217537,No Mapping,TN
2056,137586,No Mapping,TN
2057,136866,No Mapping,TN
2058,134921,No Mapping,TN
2059,217423,No Mapping,TN
2060,134825,No Mapping,TN
2061,134545,No Mapping,TN
2062,120638,No Mapping,TN
2063,120634,No Mapping,TN
2064,110167,No Mapping,TN
2065,110165,No Mapping,TN
2066,110160,No Mapping,TN
2067,110154,No Mapping,TN
2068,110150,No Mapping,TN
2069,110147,No Mapping,TN
2070,110146,No Mapping,TN
2071,110127,No Mapping,TN
2072,85806,No Mapping,TN
2073,152654,No Mapping,TN
2074,156656,No Mapping,TN
2075,156818,No Mapping,TN
2076,157295,No Mapping,TN
2077,217422,No Mapping,TN
2078,217420,No Mapping,TN
2079,217419,No Mapping,TN
2080,214973,No Mapping,TN
2081,214894,No Mapping,TN
2082,214892,No Mapping,TN
2083,214889,No Mapping,TN
2084,214879,No Mapping,TN
2085,214878,No Mapping,TN
2086,214877,No Mapping,TN
2087,190528,No Mapping,TN
2088,190526,No Mapping,TN
2089,190525,No Mapping,TN
2090,190517,No Mapping,TN
2091,190494,No Mapping,TN
2092,172125,No Mapping,TN
2093,172100,No Mapping,TN
2094,172099,No Mapping,TN
2095,172097,No Mapping,TN
2096,172096,No Mapping,TN
2097,172094,No Mapping,TN
2098,172091,No Mapping,TN
2099,172086,No Mapping,TN
2100,172085,No Mapping,TN
2101,172084,No Mapping,TN
2102,172080,No Mapping,TN
2103,172079,No Mapping,TN
2104,138339,No Mapping,TN
2105,49480,Anthony Weiner,TP
2106,110144,Anthony Weiner,TP
2107,142300,Anthony Weiner,TP
2108,214934,Anthony Weiner,TP
2109,85802,No Mapping,TN
2110,141701,No Mapping,TN
2111,217463,No Mapping,TN
2112,139673,No Mapping,TN
2113,214889,No Mapping,TN
2114,217522,No Mapping,TN
2115,139776,No Mapping,TN
2116,138517,No Mapping,TN
2117,120630,No Mapping,TN
2118,48388,No Mapping,TN
2119,47078,No Mapping,TN
2120,110143,No Mapping,TN
2121,139100,No Mapping,TN
2122,21474,No Mapping,TN
2123,43447,No Mapping,TN
2124,40754,No Mapping,TN
2125,110171,No Mapping,TN
2126,47979,No Mapping,TN
2127,190526,No Mapping,TN
2128,110127,No Mapping,TN
2129,156656,No Mapping,TN
2130,57369,No Mapping,TN
2131,57377,No Mapping,TN
2132,110167,No Mapping,TN
2133,40854,No Mapping,TN
2134,39730,No Mapping,TN
2135,85799,No Mapping,TN
2136,80108,No Mapping,TN
2137,172086,No Mapping,TN
2138,110149,No Mapping,TN
2139,71345,No Mapping,TN
2140,23811,No Mapping,TN
2141,80097,No Mapping,TN
2142,214895,No Mapping,TN
2143,38952,No Mapping,TN
2144,23878,No Mapping,TN
2145,21512,No Mapping,TN
2146,49416,No Mapping,TN
2147,217538,No Mapping,TN
2148,57379,No Mapping,TN
2149,214877,No Mapping,TN
2150,120633,No Mapping,TN
2151,217523,No Mapping,TN
2152,110169,No Mapping,TN
2153,110139,No Mapping,TN
2154,172089,No Mapping,TN
2155,80113,No Mapping,TN
2156,217533,No Mapping,TN
2157,134889,No Mapping,TN
2158,190512,No Mapping,TN
2159,23872,No Mapping,TN
2160,85801,No Mapping,TN
2161,80112,No Mapping,TN
2162,71344,No Mapping,TN
2163,217434,No Mapping,TN
2164,42951,No Mapping,TN
2165,217535,No Mapping,TN
2166,57364,No Mapping,TN
2167,85880,No Mapping,TN
2168,138709,No Mapping,TN
2169,71341,No Mapping,TN
2170,214973,No Mapping,TN
2171,138339,No Mapping,TN
2172,47017,No Mapping,TN
2173,57410,No Mapping,TN
2174,214943,No Mapping,TN
2175,50026,No Mapping,TN
2176,217423,No Mapping,TN
2177,46175,No Mapping,TN
2178,80111,No Mapping,TN
2179,217506,No Mapping,TN
2180,57360,No Mapping,TN
2181,217481,No Mapping,TN
2182,85797,No Mapping,TN
2183,151262,No Mapping,TN
2184,43672,No Mapping,TN
2185,151991,No Mapping,TN
2186,22918,No Mapping,TN
2187,214884,No Mapping,TN
2188,214876,No Mapping,TN
2189,21500,No Mapping,TN
2190,137143,No Mapping,TN
2191,80104,No Mapping,TN
2192,23888,No Mapping,TN
2193,157295,No Mapping,TN
2194,172078,No Mapping,TN
2195,172080,No Mapping,TN
2196,57378,No Mapping,TN
2197,21506,No Mapping,TN
2198,42970,No Mapping,TN
2199,48306,No Mapping,TN
2200,49458,No Mapping,TN
2201,36979,No Mapping,TN
2202,57365,No Mapping,TN
2203,85810,No Mapping,TN
2204,217489,No Mapping,TN
2205,217417,No Mapping,TN
2206,190496,No Mapping,TN
2207,135766,No Mapping,TN
2208,49198,No Mapping,TN
2209,85793,No Mapping,TN
2210,44040,No Mapping,TN
2211,214892,No Mapping,TN
2212,110175,No Mapping,TN
2213,80100,No Mapping,TN
2214,214888,No Mapping,TN
2215,120629,No Mapping,TN
2216,85803,No Mapping,TN
2217,217492,No Mapping,TN
2218,172083,No Mapping,TN
2219,217500,No Mapping,TN
2220,217491,No Mapping,TN
2221,39167,No Mapping,TN
2222,138243,No Mapping,TN
2223,151832,No Mapping,TN
2224,80105,No Mapping,TN
2225,21504,No Mapping,TN
2226,48914,No Mapping,TN
2227,37252,No Mapping,TN
2228,110135,No Mapping,TN
2229,36823,No Mapping,TN
2230,217477,No Mapping,TN
2231,217526,No Mapping,TN
2232,57385,No Mapping,TN
2233,217482,No Mapping,TN
2234,217473,No Mapping,TN
2235,71346,No Mapping,TN
2236,85798,No Mapping,TN
2237,39232,No Mapping,TN
2238,152706,No Mapping,TN
2239,80103,No Mapping,TN
2240,80110,No Mapping,TN
2241,80099,No Mapping,TN
2242,217483,No Mapping,TN
2243,152512,No Mapping,TN
2244,110146,No Mapping,TN
2245,214893,No Mapping,TN
2246,217528,No Mapping,TN
2247,43849,No Mapping,TN
2248,110156,No Mapping,TN
2249,172100,No Mapping,TN
2250,140086,No Mapping,TN
2251,25225,No Mapping,TN
2252,136866,No Mapping,TN
2253,217518,No Mapping,TN
2254,172095,No Mapping,TN
2255,217418,No Mapping,TN
2256,71340,No Mapping,TN
2257,110150,No Mapping,TN
2258,110133,No Mapping,TN
2259,44642,No Mapping,TN
2260,217501,No Mapping,TN
2261,110162,No Mapping,TN
2262,172098,No Mapping,TN
2263,217504,No Mapping,TN
2264,142033,No Mapping,TN
2265,217497,No Mapping,TN
2266,217495,No Mapping,TN
2267,217510,No Mapping,TN
2268,217531,No Mapping,TN
2269,21499,No Mapping,TN
2270,46896,No Mapping,TN
2271,190517,No Mapping,TN
2272,44928,No Mapping,TN
2273,57441,No Mapping,TN
2274,78170,No Mapping,TN
2275,110157,No Mapping,TN
2276,26536,No Mapping,TN
2277,214878,No Mapping,TN
2278,110164,No Mapping,TN
2279,214883,No Mapping,TN
2280,85807,No Mapping,TN
2281,57418,No Mapping,TN
2282,120637,No Mapping,TN
2283,37468,No Mapping,TN
2284,110141,No Mapping,TN
2285,135213,No Mapping,TN
2286,36650,No Mapping,TN
2287,25226,No Mapping,TN
2288,190495,No Mapping,TN
2289,57362,No Mapping,TN
2290,71348,No Mapping,TN
2291,35723,No Mapping,TN
2292,140362,No Mapping,TN
2293,214886,No Mapping,TN
2294,80098,No Mapping,TN
2295,110176,No Mapping,TN
2296,35996,No Mapping,TN
2297,71335,No Mapping,TN
2298,57366,No Mapping,TN
2299,214874,No Mapping,TN
2300,110172,No Mapping,TN
2301,85825,No Mapping,TN
2302,217419,No Mapping,TN
2303,217422,No Mapping,TN
2304,217512,No Mapping,TN
2305,217513,No Mapping,TN
2306,120635,No Mapping,TN
2307,25227,No Mapping,TN
2308,85804,No Mapping,TN
2309,190518,No Mapping,TN
2310,110137,No Mapping,TN
2311,172081,No Mapping,TN
2312,172088,No Mapping,TN
2313,80109,No Mapping,TN
2314,80092,No Mapping,TN
2315,21455,No Mapping,TN
2316,71343,No Mapping,TN
2317,110126,No Mapping,TN
2318,110151,No Mapping,TN
2319,110145,No Mapping,TN
2320,57375,No Mapping,TN
2321,110161,No Mapping,TN
2322,40617,No Mapping,TN
2323,71350,No Mapping,TN
2324,40543,No Mapping,TN
2325,39520,No Mapping,TN
2326,140496,No Mapping,TN
2327,78171,No Mapping,TN
2328,217509,No Mapping,TN
2329,57373,No Mapping,TN
2330,214891,No Mapping,TN
2331,80096,No Mapping,TN
2332,217436,No Mapping,TN
2333,157527,No Mapping,TN
2334,217441,No Mapping,TN
2335,217442,No Mapping,TN
2336,135878,No Mapping,TN
2337,190501,No Mapping,TN
2338,110131,No Mapping,TN
2339,21485,No Mapping,TN
2340,80093,No Mapping,TN
2341,21448,No Mapping,TN
2342,80101,No Mapping,TN
2343,39516,No Mapping,TN
2344,80094,No Mapping,TN
2345,217524,No Mapping,TN
2346,80102,No Mapping,TN
2347,21502,No Mapping,TN
2348,21489,No Mapping,TN
2349,40608,No Mapping,TN
2350,217508,No Mapping,TN
2351,21454,No Mapping,TN
2352,217525,No Mapping,TN
2353,217536,No Mapping,TN
2354,217520,No Mapping,TN
2355,78169,No Mapping,TN
2356,44993,No Mapping,TN
2357,38658,No Mapping,TN
2358,57372,No Mapping,TN
2359,217514,No Mapping,TN
2360,57368,No Mapping,TN
2361,217515,No Mapping,TN
2362,35347,No Mapping,TN
2363,80106,No Mapping,TN
2364,35776,No Mapping,TN
2365,49614,No Mapping,TN
2366,217516,No Mapping,TN
2367,217517,No Mapping,TN
2368,48823,No Mapping,TN
2369,48813,No Mapping,TN
2370,48785,No Mapping,TN
2371,46560,No Mapping,TN
2372,217519,No Mapping,TN
2373,47403,No Mapping,TN
2374,57376,No Mapping,TN
2375,217529,No Mapping,TN
2376,71349,No Mapping,TN
2377,23884,No Mapping,TN
2378,43318,No Mapping,TN
2379,21508,No Mapping,TN
2380,21509,No Mapping,TN
2381,21510,No Mapping,TN
2382,21511,No Mapping,TN
2383,71342,No Mapping,TN
2384,217534,No Mapping,TN
2385,217511,No Mapping,TN
2386,71338,No Mapping,TN
2387,71337,No Mapping,TN
2388,71336,No Mapping,TN
2389,217532,No Mapping,TN
2390,217521,No Mapping,TN
2391,23877,No Mapping,TN
2392,217530,No Mapping,TN
2393,57382,No Mapping,TN
2394,57380,No Mapping,TN
2395,71339,No Mapping,TN
2396,217468,No Mapping,TN
2397,80107,No Mapping,TN
2398,172102,No Mapping,TN
2399,217431,No Mapping,TN
2400,217430,No Mapping,TN
2401,217429,No Mapping,TN
2402,217428,No Mapping,TN
2403,217427,No Mapping,TN
2404,217426,No Mapping,TN
2405,217425,No Mapping,TN
2406,217424,No Mapping,TN
2407,217421,No Mapping,TN
2408,217420,No Mapping,TN
2409,217471,No Mapping,TN
2410,217472,No Mapping,TN
2411,214894,No Mapping,TN
2412,217474,No Mapping,TN
2413,214887,No Mapping,TN
2414,214885,No Mapping,TN
2415,214880,No Mapping,TN
2416,214879,No Mapping,TN
2417,217475,No Mapping,TN
2418,214875,No Mapping,TN
2419,190528,No Mapping,TN
2420,217476,No Mapping,TN
2421,190525,No Mapping,TN
2422,190524,No Mapping,TN
2423,190522,No Mapping,TN
2424,190520,No Mapping,TN
2425,190519,No Mapping,TN
2426,190500,No Mapping,TN
2427,190494,No Mapping,TN
2428,217432,No Mapping,TN
2429,217433,No Mapping,TN
2430,217470,No Mapping,TN
2431,217453,No Mapping,TN
2432,217466,No Mapping,TN
2433,217465,No Mapping,TN
2434,217464,No Mapping,TN
2435,217469,No Mapping,TN
2436,217462,No Mapping,TN
2437,217461,No Mapping,TN
2438,217460,No Mapping,TN
2439,217459,No Mapping,TN
2440,217458,No Mapping,TN
2441,217457,No Mapping,TN
2442,217456,No Mapping,TN
2443,217455,No Mapping,TN
2444,217454,No Mapping,TN
2445,217452,No Mapping,TN
2446,217435,No Mapping,TN
2447,217451,No Mapping,TN
2448,217450,No Mapping,TN
2449,217449,No Mapping,TN
2450,217448,No Mapping,TN
2451,217447,No Mapping,TN
2452,217446,No Mapping,TN
2453,217445,No Mapping,TN
2454,217444,No Mapping,TN
2455,217443,No Mapping,TN
2456,217440,No Mapping,TN
2457,217439,No Mapping,TN
2458,217438,No Mapping,TN
2459,217437,No Mapping,TN
2460,172125,No Mapping,TN
2461,172099,No Mapping,TN
2462,217507,No Mapping,TN
2463,172097,No Mapping,TN
2464,217488,No Mapping,TN
2465,134825,No Mapping,TN
2466,134545,No Mapping,TN
2467,120639,No Mapping,TN
2468,120638,No Mapping,TN
2469,120636,No Mapping,TN
2470,120634,No Mapping,TN
2471,120632,No Mapping,TN
2472,120631,No Mapping,TN
2473,120628,No Mapping,TN
2474,217493,No Mapping,TN
2475,217494,No Mapping,TN
2476,110166,No Mapping,TN
2477,110165,No Mapping,TN
2478,217467,No Mapping,TN
2479,110160,No Mapping,TN
2480,110159,No Mapping,TN
2481,110155,No Mapping,TN
2482,110154,No Mapping,TN
2483,110152,No Mapping,TN
2484,110147,No Mapping,TN
2485,217496,No Mapping,TN
2486,217499,No Mapping,TN
2487,110129,No Mapping,TN
2488,85806,No Mapping,TN
2489,85805,No Mapping,TN
2490,217502,No Mapping,TN
2491,217503,No Mapping,TN
2492,217505,No Mapping,TN
2493,134921,No Mapping,TN
2494,136158,No Mapping,TN
2495,137586,No Mapping,TN
2496,172077,No Mapping,TN
2497,172096,No Mapping,TN
2498,172094,No Mapping,TN
2499,172093,No Mapping,TN
2500,172092,No Mapping,TN
2501,172091,No Mapping,TN
2502,172090,No Mapping,TN
2503,217478,No Mapping,TN
2504,172087,No Mapping,TN
2505,217479,No Mapping,TN
2506,172085,No Mapping,TN
2507,172084,No Mapping,TN
2508,172082,No Mapping,TN
2509,172079,No Mapping,TN
2510,158005,No Mapping,TN
2511,217537,No Mapping,TN
2512,156818,No Mapping,TN
2513,217480,No Mapping,TN
2514,156194,No Mapping,TN
2515,152654,No Mapping,TN
2516,152264,No Mapping,TN
2517,151598,No Mapping,TN
2518,142208,No Mapping,TN
2519,141886,No Mapping,TN
2520,217484,No Mapping,TN
2521,139571,No Mapping,TN
2522,217485,No Mapping,TN
2523,217486,No Mapping,TN
2524,217487,No Mapping,TN
2525,21413,No Mapping,TN
2526,38658,SpaceX,TP
2527,214894,SpaceX,TP
2528,134545,SpaceX,TP
2529,172095,SpaceX,TP
2530,85810,No Mapping,TN
2531,214874,No Mapping,TN
2532,110150,No Mapping,TN
2533,110127,No Mapping,TN
2534,138709,No Mapping,TN
2535,44993,No Mapping,TN
2536,21413,No Mapping,TN
2537,39520,No Mapping,TN
2538,110135,No Mapping,TN
2539,49416,No Mapping,TN
2540,43447,No Mapping,TN
2541,120635,No Mapping,TN
2542,214883,No Mapping,TN
2543,57366,No Mapping,TN
2544,217456,No Mapping,TN
2545,190500,No Mapping,TN
2546,40608,No Mapping,TN
2547,110146,No Mapping,TN
2548,43318,No Mapping,TN
2549,85801,No Mapping,TN
2550,217526,No Mapping,TN
2551,57360,No Mapping,TN
2552,21504,No Mapping,TN
2553,214878,No Mapping,TN
2554,172099,No Mapping,TN
2555,36979,No Mapping,TN
2556,21448,No Mapping,TN
2557,217452,No Mapping,TN
2558,35723,No Mapping,TN
2559,217523,No Mapping,TN
2560,217417,No Mapping,TN
2561,35996,No Mapping,TN
2562,71341,No Mapping,TN
2563,190522,No Mapping,TN
2564,57376,No Mapping,TN
2565,80100,No Mapping,TN
2566,190518,No Mapping,TN
2567,172081,No Mapping,TN
2568,110165,No Mapping,TN
2569,48813,No Mapping,TN
2570,214877,No Mapping,TN
2571,80113,No Mapping,TN
2572,71343,No Mapping,TN
2573,80104,No Mapping,TN
2574,217421,No Mapping,TN
2575,80106,No Mapping,TN
2576,23888,No Mapping,TN
2577,71349,No Mapping,TN
2578,71338,No Mapping,TN
2579,141701,No Mapping,TN
2580,110175,No Mapping,TN
2581,21510,No Mapping,TN
2582,120634,No Mapping,TN
2583,190517,No Mapping,TN
2584,217522,No Mapping,TN
2585,110147,No Mapping,TN
2586,57368,No Mapping,TN
2587,46175,No Mapping,TN
2588,21506,No Mapping,TN
2589,172087,No Mapping,TN
2590,217423,No Mapping,TN
2591,44928,No Mapping,TN
2592,151598,No Mapping,TN
2593,80101,No Mapping,TN
2594,190494,No Mapping,TN
2595,57410,No Mapping,TN
2596,172090,No Mapping,TN
2597,57375,No Mapping,TN
2598,214895,No Mapping,TN
2599,217507,No Mapping,TN
2600,217492,No Mapping,TN
2601,172077,No Mapping,TN
2602,80096,No Mapping,TN
2603,217437,No Mapping,TN
2604,80099,No Mapping,TN
2605,80111,No Mapping,TN
2606,217520,No Mapping,TN
2607,217531,No Mapping,TN
2608,48388,No Mapping,TN
2609,157295,No Mapping,TN
2610,151832,No Mapping,TN
2611,217473,No Mapping,TN
2612,80109,No Mapping,TN
2613,217466,No Mapping,TN
2614,80102,No Mapping,TN
2615,57385,No Mapping,TN
2616,172098,No Mapping,TN
2617,42951,No Mapping,TN
2618,120638,No Mapping,TN
2619,48306,No Mapping,TN
2620,190519,No Mapping,TN
2621,217449,No Mapping,TN
2622,217451,No Mapping,TN
2623,23872,No Mapping,TN
2624,214892,No Mapping,TN
2625,217494,No Mapping,TN
2626,217499,No Mapping,TN
2627,217440,No Mapping,TN
2628,25226,No Mapping,TN
2629,57441,No Mapping,TN
2630,137143,No Mapping,TN
2631,134825,No Mapping,TN
2632,23877,No Mapping,TN
2633,110164,No Mapping,TN
2634,172078,No Mapping,TN
2635,110157,No Mapping,TN
2636,142033,No Mapping,TN
2637,190528,No Mapping,TN
2638,110155,No Mapping,TN
2639,40543,No Mapping,TN
2640,140496,No Mapping,TN
2641,152264,No Mapping,TN
2642,217529,No Mapping,TN
2643,49614,No Mapping,TN
2644,217425,No Mapping,TN
2645,78169,No Mapping,TN
2646,48914,No Mapping,TN
2647,57377,No Mapping,TN
2648,71340,No Mapping,TN
2649,217505,No Mapping,TN
2650,37252,No Mapping,TN
2651,44642,No Mapping,TN
2652,217427,No Mapping,TN
2653,217431,No Mapping,TN
2654,214934,No Mapping,TN
2655,190525,No Mapping,TN
2656,217455,No Mapping,TN
2657,217460,No Mapping,TN
2658,217457,No Mapping,TN
2659,217433,No Mapping,TN
2660,217436,No Mapping,TN
2661,217458,No Mapping,TN
2662,217459,No Mapping,TN
2663,217504,No Mapping,TN
2664,217491,No Mapping,TN
2665,217453,No Mapping,TN
2666,217439,No Mapping,TN
2667,217432,No Mapping,TN
2668,217438,No Mapping,TN
2669,85802,No Mapping,TN
2670,85799,No Mapping,TN
2671,21512,No Mapping,TN
2672,49458,No Mapping,TN
2673,57379,No Mapping,TN
2674,85803,No Mapping,TN
2675,85798,No Mapping,TN
2676,85805,No Mapping,TN
2677,85806,No Mapping,TN
2678,85807,No Mapping,TN
2679,85804,No Mapping,TN
2680,85793,No Mapping,TN
2681,85797,No Mapping,TN
2682,22918,No Mapping,TN
2683,23811,No Mapping,TN
2684,80112,No Mapping,TN
2685,49480,No Mapping,TN
2686,80110,No Mapping,TN
2687,23878,No Mapping,TN
2688,48785,No Mapping,TN
2689,23884,No Mapping,TN
2690,80108,No Mapping,TN
2691,50026,No Mapping,TN
2692,21511,No Mapping,TN
2693,85825,No Mapping,TN
2694,21509,No Mapping,TN
2695,47979,No Mapping,TN
2696,110152,No Mapping,TN
2697,48823,No Mapping,TN
2698,110151,No Mapping,TN
2699,21454,No Mapping,TN
2700,110149,No Mapping,TN
2701,21455,No Mapping,TN
2702,21474,No Mapping,TN
2703,21485,No Mapping,TN
2704,110145,No Mapping,TN
2705,110144,No Mapping,TN
2706,110143,No Mapping,TN
2707,110141,No Mapping,TN
2708,21489,No Mapping,TN
2709,110139,No Mapping,TN
2710,110137,No Mapping,TN
2711,49198,No Mapping,TN
2712,110133,No Mapping,TN
2713,110131,No Mapping,TN
2714,110129,No Mapping,TN
2715,21499,No Mapping,TN
2716,21500,No Mapping,TN
2717,21502,No Mapping,TN
2718,110126,No Mapping,TN
2719,85880,No Mapping,TN
2720,21508,No Mapping,TN
2721,80107,No Mapping,TN
2722,25225,No Mapping,TN
2723,80105,No Mapping,TN
2724,71335,No Mapping,TN
2725,71342,No Mapping,TN
2726,39232,No Mapping,TN
2727,39516,No Mapping,TN
2728,39730,No Mapping,TN
2729,110154,No Mapping,TN
2730,71339,No Mapping,TN
2731,46560,No Mapping,TN
2732,40617,No Mapping,TN
2733,71337,No Mapping,TN
2734,71336,No Mapping,TN
2735,40754,No Mapping,TN
2736,57369,No Mapping,TN
2737,57362,No Mapping,TN
2738,40854,No Mapping,TN
2739,42970,No Mapping,TN
2740,43672,No Mapping,TN
2741,57418,No Mapping,TN
2742,43849,No Mapping,TN
2743,44040,No Mapping,TN
2744,57372,No Mapping,TN
